name,brand,family,model,vram_gb,base_ghz,boost_ghz,release_year,process_nm,directx,opengl,shader_model,architecture,bus_interface,memory_type
EVGA FTW GAMING ACX 3.0,,,EVGA FTW GAMING ACX 3.0,8.0,1721.0,1860.0,,,,,,,,
Inno3D N506T2-16D7X-191073W,,,Inno3D N506T2-16D7X-191073W,16.0,2407.0,2602.0,,,,,,,,
AMD Midnight Black,AMD,,Midnight Black,16.0,1825.0,2250.0,,,,,,,,
Acer Predator BiFrost OC,,,Acer Predator BiFrost OC,16.0,2400.0,3100.0,,,,,,,,
MSI Radeon RX 6700 XT 12G,,,MSI Radeon RX 6700 XT 12G,12.0,2321.0,,,,,,,,,
Asus ROG STRIX GAMING OC V2,,,Asus ROG STRIX GAMING OC V2,12.0,1320.0,1912.0,,,,,,,,
Inno3D Twin X2,,,Inno3D Twin X2,12.0,2325.0,2512.0,,,,,,,,
ASRock Phantom Gaming,,,ASRock Phantom Gaming,8.0,2420.0,2825.0,,,,,,,,
AMD ‎100-438373,AMD,,‎100-438373,16.0,1825.0,2250.0,,,,,,,,
Asus ROG STRIX OC EVA-02,,,Asus ROG STRIX OC EVA-02,24.0,2235.0,2640.0,,,,,,,,
XFX FATBOY OC+,,,XFX FATBOY OC+,8.0,1580.0,1600.0,,,,,,,,
MAXSUN Milestone,,,MAXSUN Milestone,12.0,2670.0,2850.0,,,,,,,,
Asus ROG STRIX GAMING,,,Asus ROG STRIX GAMING,16.0,2300.0,2482.0,,,,,,,,
Sapphire PURE Frostpunk 2 Edition,,,Sapphire PURE Frostpunk 2 Edition,12.0,1700.0,2584.0,,,,,,,,
NVIDIA TITAN RTX,NVIDIA,,TITAN RTX,24.0,1350.0,1770.0,,,,,,,,
EVGA SC GAMING ACX 3.0 Black Edition,,,EVGA SC GAMING ACX 3.0 Black Edition,8.0,1607.0,1683.0,,,,,,,,
PowerColor Red Dragon,,,PowerColor Red Dragon,8.0,1650.0,1905.0,,,,,,,,
Asus Phoenix,,,Asus Phoenix,4.0,1290.0,1392.0,,,,,,,,
Asus RX550-4G,,,Asus RX550-4G,4.0,1100.0,1183.0,,,,,,,,
Asus Phoenix GeForce RTX 3060 V2,,,Asus Phoenix GeForce RTX 3060 V2,12.0,1320.0,1807.0,,,,,,,,
PowerColor Red Dragon OC,,,PowerColor Red Dragon OC,16.0,1825.0,2310.0,,,,,,,,
ASRock Radeon RX 7900 XTX 24GB,,,ASRock Radeon RX 7900 XTX 24GB,24.0,2300.0,2500.0,,,,,,,,
XFX THICC III Ultra,,,XFX THICC III Ultra,8.0,1810.0,2025.0,,,,,,,,
Sapphire PULSE ITX PURE,,,Sapphire PULSE ITX PURE,4.0,2310.0,2825.0,,,,,,,,
Asus GTX750TI-OC-2GD5,,,Asus GTX750TI-OC-2GD5,2.0,1072.0,1150.0,,,,,,,,
EVGA SSC ACX 2.0+,,,EVGA SSC ACX 2.0+,4.0,1279.0,1342.0,,,,,,,,
Palit GameRock OC,,,Palit GameRock OC,32.0,2010.0,,,,,,,,,
Palit Dual OC,,,Palit Dual OC,12.0,1320.0,,,,,,,,,
XFX Speedster SWFT 105,,,XFX Speedster SWFT 105,4.0,1923.0,,,,,,,,,
Gigabyte OC Rev 2.0,,,Gigabyte OC Rev 2.0,6.0,1365.0,1755.0,,,,,,,,
AMD 100-300000071,AMD,,100-300000071,20.0,2000.0,2400.0,,,,,,,,
Asus GT730-SL-2GD5-BRK,,,Asus GT730-SL-2GD5-BRK,2.0,902.0,,,,,,,,,
Asus LP BRK OC,,,Asus LP BRK OC,8.0,1830.0,2520.0,,,,,,,,
PNY VCNRTX2000ADA-PB,,,PNY VCNRTX2000ADA-PB,16.0,1620.0,2130.0,,,,,,,,
Asus ROG STRIX WHITE OC,,,Asus ROG STRIX WHITE OC,24.0,1395.0,1890.0,,,,,,,,
MSI MECH OC,,,MSI MECH OC,8.0,1670.0,1925.0,,,,,,,,
AMD 100-506115,AMD,,100-506115,4.0,1250.0,1290.0,,,,,,,,
Sparkle ORC OC,,,Sparkle ORC OC,8.0,1700.0,2000.0,,,,,,,,
Palit StormX,,,Palit StormX,8.0,1830.0,2460.0,,,,,,,,
AMD 100-506001,AMD,,100-506001,2.0,925.0,1219.0,,,,,,,,
Asus ROG Astral Dhahab CORE OC,,,Asus ROG Astral Dhahab CORE OC,16.0,2300.0,2790.0,,,,,,,,
XFX Mercury OC Magnetic Air RGB V2,,,XFX Mercury OC Magnetic Air RGB V2,16.0,1870.0,3100.0,,,,,,,,
Asus TUF GAMING OC V2,,,Asus TUF GAMING OC V2,10.0,1440.0,1815.0,,,,,,,,
Asus ROG STRIX-GTX1060-6G-GAMING,,,Asus ROG STRIX-GTX1060-6G-GAMING,6.0,1506.0,1708.0,,,,,,,,
PNY VCG509032TFXPB1,,,PNY VCG509032TFXPB1,32.0,2010.0,2407.0,,,,,,,,
XFX RS XXX,,,XFX RS XXX,4.0,1168.0,1284.0,,,,,,,,
Inno3D Twin X2 OC,,,Inno3D Twin X2 OC,8.0,2280.0,2527.0,,,,,,,,
Zotac GAMING AMP Holo,,,Zotac GAMING AMP Holo,8.0,1500.0,1785.0,,,,,,,,
EVGA XC ULTRA GAMING,,,EVGA XC ULTRA GAMING,8.0,1515.0,1815.0,,,,,,,,
EVGA Superclocked ACX 2.0,,,EVGA Superclocked ACX 2.0,4.0,1266.0,1367.0,,,,,,,,
EVGA SC GAMING ACX 2.0,,,EVGA SC GAMING ACX 2.0,4.0,1354.0,1468.0,,,,,,,,
PNY VCG16606SSFPPB,,,PNY VCG16606SSFPPB,6.0,1530.0,1785.0,,,,,,,,
PowerColor Red Devil Limited Edition OC,,,PowerColor Red Devil Limited Edition OC,16.0,2460.0,3060.0,,,,,,,,
MSI GeForce RTX 3090 TI GAMING X TRIO 24G,,,MSI GeForce RTX 3090 TI GAMING X TRIO 24G,24.0,1560.0,1920.0,,,,,,,,
Asus DUAL EVO,,,Asus DUAL EVO,6.0,1395.0,1710.0,,,,,,,,
PNY VCG507012TFXPB1,,,PNY VCG507012TFXPB1,12.0,2325.0,2512.0,,,,,,,,
PNY VCQRTX4000-PB,,,PNY VCQRTX4000-PB,8.0,1005.0,1545.0,,,,,,,,
Asus STRIX,,,Asus STRIX,4.0,1114.0,1253.0,,,,,,,,
Asus Noctua OC,,,Asus Noctua OC,16.0,2210.0,2640.0,,,,,,,,
XFX RX-560D2SFG5,,,XFX RX-560D2SFG5,2.0,1196.0,,,,,,,,,
Asus TUF-RX6800XT-O16G-GAMING,,,Asus TUF-RX6800XT-O16G-GAMING,16.0,1825.0,2340.0,,,,,,,,
MSI SUPRIM X,,,MSI SUPRIM X,24.0,2235.0,,,,,,,,,
Zotac GAMING Twin Edge OC White Edition,,,Zotac GAMING Twin Edge OC White Edition,8.0,1500.0,1755.0,,,,,,,,
XFX RX-570P8DFD6,,,XFX RX-570P8DFD6,8.0,1168.0,1286.0,,,,,,,,
MSI VENTUS GP OC,,,MSI VENTUS GP OC,8.0,1470.0,1665.0,,,,,,,,
ASRock Challenger ITX,,,ASRock Challenger ITX,4.0,1923.0,,,,,,,,,
GALAX EX Gamer (1-Click OC),,,GALAX EX Gamer (1-Click OC),16.0,2300.0,2512.0,,,,,,,,
ASRock Challenger SE OC,,,ASRock Challenger SE OC,8.0,2200.0,,,,,,,,,
PowerColor RX7700XT 12G-P,,,PowerColor RX7700XT 12G-P,12.0,1700.0,2544.0,,,,,,,,
Asus GT1030-2G-BRK,,,Asus GT1030-2G-BRK,2.0,1266.0,1506.0,,,,,,,,
MSI GeForce RTX 2060 VENTUS GP 12G OC,,,MSI GeForce RTX 2060 VENTUS GP 12G OC,12.0,1470.0,1695.0,,,,,,,,
MSI GeForce RTX 3080 RTX 3080 SUPRIM X 10G,,,MSI GeForce RTX 3080 RTX 3080 SUPRIM X 10G,10.0,1440.0,1920.0,,,,,,,,
Zotac MINI,,,Zotac MINI,8.0,1605.0,1770.0,,,,,,,,
MSI GT OC,,,MSI GT OC,3.0,1544.0,1759.0,,,,,,,,
Asus STRIX GAMING Advanced,,,Asus STRIX GAMING Advanced,8.0,1635.0,1830.0,,,,,,,,
EVGA XC3 BLACK GAMING,,,EVGA XC3 BLACK GAMING,10.0,1440.0,1710.0,,,,,,,,
Asus Phoenix OC,,,Asus Phoenix OC,6.0,1530.0,1830.0,,,,,,,,
MSI Radeon RX 5700 8G,,,MSI Radeon RX 5700 8G,8.0,1465.0,1725.0,,,,,,,,
MSI GAMING TRIO CLASSIC,,,MSI GAMING TRIO CLASSIC,24.0,2300.0,2500.0,,,,,,,,
PNY VCQP1000-PB,,,PNY VCQP1000-PB,4.0,1354.0,1455.0,,,,,,,,
Zotac GAMING OC,,,Zotac GAMING OC,4.0,1410.0,1620.0,,,,,,,,
MSI GeForce RTX 3090 VENTUS 3X 24G OC,,,MSI GeForce RTX 3090 VENTUS 3X 24G OC,24.0,1395.0,,,,,,,,,
NVIDIA 900-1G611-2530-000,NVIDIA,,900-1G611-2530-000,12.0,1480.0,1582.0,,,,,,,,
EVGA ACX 2.0,,,EVGA ACX 2.0,4.0,1050.0,1178.0,,,,,,,,
PNY VCNRTX4000ADALP-PB,,,PNY VCNRTX4000ADALP-PB,20.0,1290.0,1565.0,,,,,,,,
Gainward Python III OC,,,Gainward Python III OC,16.0,2410.0,2662.0,,,,,,,,
Gainward Phantom,,,Gainward Phantom,16.0,2300.0,2617.0,,,,,,,,
MSI EXPERT,,,MSI EXPERT,16.0,2210.0,2625.0,,,,,,,,
MSI VENTUS 2X E OC,,,MSI VENTUS 2X E OC,12.0,1920.0,2520.0,,,,,,,,
EVGA SSC GAMING,,,EVGA SSC GAMING,6.0,1607.0,1835.0,,,,,,,,
MSI SHADOW 3X,,,MSI SHADOW 3X,16.0,2300.0,2467.0,,,,,,,,
PNY VCQFX1800-PCIE-PB,,,PNY VCQFX1800-PCIE-PB,0.75,,,,,,,,,,
PNY VCQP620-PB,,,PNY VCQP620-PB,2.0,1266.0,1354.0,,,,,,,,
ASRock Challenger Pro OC,,,ASRock Challenger Pro OC,12.0,2150.0,2618.0,,,,,,,,
MSI GAMING Z,,,MSI GAMING Z,6.0,1365.0,1830.0,,,,,,,,
MSI RTX 3090 SUPRIM X 24G,,,MSI RTX 3090 SUPRIM X 24G,24.0,1395.0,1875.0,,,,,,,,
MSI Radeon RX 6900 XT GAMING X TRIO 16G,,,MSI Radeon RX 6900 XT GAMING X TRIO 16G,16.0,1825.0,2340.0,,,,,,,,
XFX GTS,,,XFX GTS,8.0,1405.0,1425.0,,,,,,,,
Sapphire NITRO+ SE,,,Sapphire NITRO+ SE,8.0,1469.0,1560.0,,,,,,,,
PowerColor ITX,,,PowerColor ITX,4.0,2310.0,,,,,,,,,
Asus STRIX-GTX960-DC2OC-2GD5,,,Asus STRIX-GTX960-DC2OC-2GD5,2.0,1228.0,1291.0,,,,,,,,
XFX RX-97TMAQKW9,,,XFX RX-97TMAQKW9,16.0,2400.0,2970.0,,,,,,,,
Asus TUF Gaming EVO OC,,,Asus TUF Gaming EVO OC,6.0,1500.0,1845.0,,,,,,,,
EVGA XC3 ULTRA GAMING iCX3,,,EVGA XC3 ULTRA GAMING iCX3,12.0,1365.0,1725.0,,,,,,,,
Gigabyte WINDFORCE 3X,,,Gigabyte WINDFORCE 3X,4.0,1114.0,1253.0,,,,,,,,
AMD 100-438378,AMD,,100-438378,16.0,1700.0,2105.0,,,,,,,,
Asus ROG Matrix Platinum,,,Asus ROG Matrix Platinum,24.0,2670.0,2700.0,,,,,,,,
MSI Radeon RX 6800 XT Gaming X Trio 16G,,,MSI Radeon RX 6800 XT Gaming X Trio 16G,16.0,1850.0,2285.0,,,,,,,,
PNY XLR8 Gaming REVEL EPIC-X RGB,,,PNY XLR8 Gaming REVEL EPIC-X RGB,8.0,1500.0,1725.0,,,,,,,,
XFX Speedster QICK 309,,,XFX Speedster QICK 309,16.0,1720.0,2810.0,,,,,,,,
MSI GeForce RTX 2080 TI VENTUS 11G OC,,,MSI GeForce RTX 2080 TI VENTUS 11G OC,11.0,1350.0,1635.0,,,,,,,,
EVGA FTW3 ULTRA GAMING LHR,,,EVGA FTW3 ULTRA GAMING LHR,10.0,1440.0,1800.0,,,,,,,,
AMD 100-505999,AMD,,100-505999,4.0,925.0,1219.0,,,,,,,,
EVGA Black,,,EVGA Black,11.0,1350.0,1545.0,,,,,,,,
PNY VCQRTX5000-PB,,,PNY VCQRTX5000-PB,16.0,1620.0,1815.0,,,,,,,,
MSI MSI RTX 2070 Ventus 8G Video Card,,,MSI MSI RTX 2070 Ventus 8G Video Card,8.0,1410.0,1620.0,,,,,,,,
PNY VCQP400-PB,,,PNY VCQP400-PB,2.0,1070.0,1170.0,,,,,,,,
Gigabyte AORUS,,,Gigabyte AORUS,11.0,1594.0,1708.0,,,,,,,,
MSI RTX 4090 GAMING SLIM 24G,,,MSI RTX 4090 GAMING SLIM 24G,24.0,2235.0,2535.0,,,,,,,,
MSI Ventus XS OCV1,,,MSI Ventus XS OCV1,4.0,1410.0,1620.0,,,,,,,,
PNY VCNRTX2000ADAS-LLP,,,PNY VCNRTX2000ADAS-LLP,16.0,,,,,,,,,,
MSI Radeon RX 5700 XT 8G,,,MSI Radeon RX 5700 XT 8G,8.0,1605.0,1905.0,,,,,,,,
Sapphire PULSE BE,,,Sapphire PULSE BE,8.0,1605.0,1925.0,,,,,,,,
Zotac AMP,,,Zotac AMP,6.0,1556.0,1771.0,,,,,,,,
GALAX 1-Click OC 2X,,,GALAX 1-Click OC 2X,8.0,1830.0,2490.0,,,,,,,,
Gainward Ghost,,,Gainward Ghost,8.0,2280.0,2497.0,,,,,,,,
EVGA Gaming iCX,,,EVGA Gaming iCX,11.0,1569.0,1683.0,,,,,,,,
PNY VCQM2000-PB,,,PNY VCQM2000-PB,4.0,872.0,1180.0,,,,,,,,
AMD RADEON PRO WX 4100,AMD,,RADEON PRO WX 4100,4.0,925.0,975.0,,,,,,,,
Zotac AMP Extreme Holo,,,Zotac AMP Extreme Holo,8.0,1575.0,1890.0,,,,,,,,
Asus GT730-4H-SL-2GD5,,,Asus GT730-4H-SL-2GD5,2.0,902.0,927.0,,,,,,,,
MSI Radeon RX 5700 XT GAMING,,,MSI Radeon RX 5700 XT GAMING,8.0,1630.0,1905.0,,,,,,,,
MSI GAMING TRIO,,,MSI GAMING TRIO,24.0,2235.0,,,,,,,,,
MSI ARMOR,,,MSI ARMOR,8.0,1410.0,1740.0,,,,,,,,
MSI VENTUS 3X,,,MSI VENTUS 3X,16.0,2300.0,2467.0,,,,,,,,
Asus DUAL EVO TOP,,,Asus DUAL EVO TOP,6.0,1247.0,1770.0,,,,,,,,
PNY VCNRTX4500ADA-PB,,,PNY VCNRTX4500ADA-PB,24.0,2070.0,2580.0,,,,,,,,
Asus Turbo,,,Asus Turbo,11.0,1480.0,1582.0,,,,,,,,
ASRock Radeon RX 6800 XT 16G,,,ASRock Radeon RX 6800 XT 16G,16.0,1825.0,2250.0,,,,,,,,
Zotac ZT-50901-10M,,,Zotac ZT-50901-10M,1.0,746.0,,,,,,,,,
Gainward Phantom GS,,,Gainward Phantom GS,16.0,2205.0,2640.0,,,,,,,,
MSI GTX 1070 TI TITANIUM 8G,,,MSI GTX 1070 TI TITANIUM 8G,8.0,1607.0,1683.0,,,,,,,,
MSI INSPIRE 2X OC,,,MSI INSPIRE 2X OC,8.0,2280.0,2550.0,,,,,,,,
MSI MECH 2X,,,MSI MECH 2X,12.0,2321.0,,,,,,,,,
VisionTek 901491,,,VisionTek 901491,1.0,480.0,,,,,,,,,
AMD RADEON PRO WX 5100,AMD,,RADEON PRO WX 5100,8.0,926.0,1206.0,,,,,,,,
Palit KalmX,,,Palit KalmX,6.0,1040.0,1470.0,,,,,,,,
MSI DUKE OC,,,MSI DUKE OC,11.0,1531.0,1645.0,,,,,,,,
PNY VCQP2000-PB,,,PNY VCQP2000-PB,5.0,1370.0,1470.0,,,,,,,,
PowerColor AXRX 5700XT 8GBD6-3DH,,,PowerColor AXRX 5700XT 8GBD6-3DH,8.0,1605.0,1905.0,,,,,,,,
MSI GTX 1050 2G OC,,,MSI GTX 1050 2G OC,2.0,1404.0,1518.0,,,,,,,,
XFX THICC II Pro,,,XFX THICC II Pro,6.0,1247.0,1620.0,,,,,,,,
Asus ROG STRIX BTF GAMING OC,,,Asus ROG STRIX BTF GAMING OC,24.0,2235.0,2640.0,,,,,,,,
Asus DUAL V2,,,Asus DUAL V2,8.0,1626.0,2491.0,,,,,,,,
AMD 100-506095,AMD,,100-506095,8.0,1354.0,1900.0,,,,,,,,
Gigabyte AERO OC V2,,,Gigabyte AERO OC V2,12.0,2310.0,2640.0,,,,,,,,
MSI GeForce RTX 3090 TI SUPRIM X 24G,,,MSI GeForce RTX 3090 TI SUPRIM X 24G,24.0,1560.0,1965.0,,,,,,,,
Asus TUF Gaming BTF OC,,,Asus TUF Gaming BTF OC,16.0,2310.0,2670.0,,,,,,,,
MSI GTX 980Ti 6GD5,,,MSI GTX 980Ti 6GD5,6.0,1000.0,1076.0,,,,,,,,
MSI VENTUS 3X PLUS OC,,,MSI VENTUS 3X PLUS OC,12.0,1260.0,1740.0,,,,,,,,
MSI GeForce RTX 3070 SUPRIM X 8G,,,MSI GeForce RTX 3070 SUPRIM X 8G,8.0,1500.0,1920.0,,,,,,,,
EVGA FTW3 ELITE GAMING,,,EVGA FTW3 ELITE GAMING,11.0,1569.0,1683.0,,,,,,,,
XFX RAW II,,,XFX RAW II,8.0,1605.0,1905.0,,,,,,,,
MSI DUKE,,,MSI DUKE,8.0,1607.0,1683.0,,,,,,,,
Asus GTXTITANX-12GD5,,,Asus GTXTITANX-12GD5,12.0,1075.0,1000.0,,,,,,,,
MSI Radeon RX 5500 XT GAMING X 8G,,,MSI Radeon RX 5500 XT GAMING X 8G,8.0,1685.0,1845.0,,,,,,,,
Asus Phoenix V2,,,Asus Phoenix V2,8.0,1550.0,1807.0,,,,,,,,
MSI VENTUS 3X E OC,,,MSI VENTUS 3X E OC,12.0,1920.0,2520.0,,,,,,,,
XFX Mercury Magnetic Air,,,XFX Mercury Magnetic Air,24.0,1855.0,2615.0,,,,,,,,
Gigabyte GAMING OC PRO Rev 3.0,,,Gigabyte GAMING OC PRO Rev 3.0,8.0,1410.0,1770.0,,,,,,,,
NVIDIA 9001G4012500000,NVIDIA,,9001G4012500000,4.0,1126.0,1216.0,,,,,,,,
PNY VCQP4000-PB,,,PNY VCQP4000-PB,8.0,1227.0,1480.0,,,,,,,,
Zotac ZT-P10300A-10L,,,Zotac ZT-P10300A-10L,2.0,1227.0,1468.0,,,,,,,,
PNY VCG5070T16TFXPB1,,,PNY VCG5070T16TFXPB1,16.0,2295.0,2452.0,,,,,,,,
Gigabyte GV-N1030D5-2GL,,,Gigabyte GV-N1030D5-2GL,2.0,1252.0,1506.0,,,,,,,,
NVIDIA 900-5G172-2580-000,NVIDIA,,900-5G172-2580-000,8.0,727.0,1462.0,,,,,,,,
Gigabyte GAMING OC 3X,,,Gigabyte GAMING OC 3X,8.0,1605.0,1815.0,,,,,,,,
Asus Phoenix Fan OC,,,Asus Phoenix Fan OC,2.0,1278.0,1531.0,,,,,,,,
EVGA XC BLACK GAMING,,,EVGA XC BLACK GAMING,12.0,1320.0,1777.0,,,,,,,,
PNY VCNRTX5000ADA-PB,,,PNY VCNRTX5000ADA-PB,32.0,1620.0,2130.0,,,,,,,,
Gigabyte AORUS XTREME,,,Gigabyte AORUS XTREME,24.0,1395.0,1860.0,,,,,,,,
Asus CERBERUS,,,Asus CERBERUS,4.0,1328.0,1442.0,,,,,,,,
Gainward Phoenix V1,,,Gainward Phoenix V1,8.0,1500.0,1725.0,,,,,,,,
XFX Core Edition,,,XFX Core Edition,12.0,2150.0,2600.0,,,,,,,,
HP C2J92AA,,,HP C2J92AA,1.0,876.0,,,,,,,,,
Asus GT710-4H-SL-2GD5,,,Asus GT710-4H-SL-2GD5,2.0,954.0,,,,,,,,,
MSI GeForce RTX 3070 Ventus 3X 8G OC LHR,,,MSI GeForce RTX 3070 Ventus 3X 8G OC LHR,8.0,1500.0,1755.0,,,,,,,,
EVGA XC3 GAMING,,,EVGA XC3 GAMING,8.0,1575.0,1770.0,,,,,,,,
PNY UPRISING,,,PNY UPRISING,8.0,1500.0,1725.0,,,,,,,,
MSI N730-2GD3V3,,,MSI N730-2GD3V3,2.0,700.0,,,,,,,,,
Asus TUF GAMING OC P,,,Asus TUF GAMING OC P,4.0,1410.0,1785.0,,,,,,,,
ASRock Radeon RX6700XT CLP 12GO,,,ASRock Radeon RX6700XT CLP 12GO,12.0,2375.0,2620.0,,,,,,,,
AMD 100-300000078,AMD,,100-300000078,8.0,1500.0,1700.0,,,,,,,,
Gigabyte TURBO,,,Gigabyte TURBO,24.0,1395.0,1695.0,,,,,,,,
Sapphire 21322-01-20G,,,Sapphire 21322-01-20G,24.0,2300.0,2500.0,,,,,,,,
MSI GTX 1050 TI 4GT LP,,,MSI GTX 1050 TI 4GT LP,4.0,1290.0,1392.0,,,,,,,,
Sapphire 21330-01-20G,,,Sapphire 21330-01-20G,16.0,1295.0,2430.0,,,,,,,,
Asus ROG Astral BTF OC,,,Asus ROG Astral BTF OC,32.0,2010.0,2610.0,,,,,,,,
Asus ROG Astral OC HATSUNE MIKU EDITION,,,Asus ROG Astral OC HATSUNE MIKU EDITION,16.0,2300.0,2790.0,,,,,,,,
MSI VENTUS 2X OCV1,,,MSI VENTUS 2X OCV1,8.0,1410.0,1695.0,,,,,,,,
EVGA SSC DT,,,EVGA SSC DT,6.0,1506.0,1708.0,,,,,,,,
EVGA 02G-P4-3751-KR,,,EVGA 02G-P4-3751-KR,2.0,1020.0,1085.0,,,,,,,,
EVGA Superclocked+ ACX 2.0+,,,EVGA Superclocked+ ACX 2.0+,6.0,1102.0,1190.0,,,,,,,,
Gigabyte GV-N107TGAMING-8GD,,,Gigabyte GV-N107TGAMING-8GD,8.0,1607.0,1721.0,,,,,,,,
MSI RADEON RX VEGA 64 8G,,,MSI RADEON RX VEGA 64 8G,8.0,1247.0,1546.0,,,,,,,,
Gigabyte GV-N107TGAMING OC-8GD,,,Gigabyte GV-N107TGAMING OC-8GD,8.0,1645.0,1733.0,,,,,,,,
MSI GeForce RTX 3070 VENTUS 3X,,,MSI GeForce RTX 3070 VENTUS 3X,8.0,1500.0,1725.0,,,,,,,,
ASRock Low Profile,,,ASRock Low Profile,6.0,2000.0,,,,,,,,,
Gigabyte D6 OC Rev 2.0,,,Gigabyte D6 OC Rev 2.0,4.0,1410.0,1635.0,,,,,,,,
EVGA SC Black Edition,,,EVGA SC Black Edition,11.0,1556.0,1670.0,,,,,,,,
EVGA FTW DT GAMING,,,EVGA FTW DT GAMING,8.0,1607.0,1733.0,,,,,,,,
ASRock Phantom Gaming D,,,ASRock Phantom Gaming D,8.0,1257.0,1370.0,,,,,,,,
MSI GTX 1050 Ti 4G OC,,,MSI GTX 1050 Ti 4G OC,4.0,1341.0,1455.0,,,,,,,,
Zotac GAMING AMP Extreme INFINITY ULTRA,,,Zotac GAMING AMP Extreme INFINITY ULTRA,16.0,2300.0,2730.0,,,,,,,,
MSI SLIM STALKER 2 EDITION,,,MSI SLIM STALKER 2 EDITION,16.0,2340.0,2625.0,,,,,,,,
Zotac GAMING Twin Edge OC Spider-Man: Across the Spider-Verse,,,Zotac GAMING Twin Edge OC Spider-Man: Across the Spider-Verse,8.0,2310.0,2550.0,,,,,,,,
XFX Speedster MERC 308 Black,,,XFX Speedster MERC 308 Black,8.0,2055.0,2694.0,,,,,,,,
MSI Radeon RX Vega 56 8G,,,MSI Radeon RX Vega 56 8G,8.0,1156.0,1471.0,,,,,,,,
Asus ASUS TUF Gaming GeForce RTX 2060 6GB Edition 4K VR Ready HDMI 2.0b DP 1.4 Auto Extreme Graphics Card (TUF-RTX2060-O6G-GAMING),,,Asus ASUS TUF Gaming GeForce RTX 2060 6GB Edition 4K VR Ready HDMI 2.0b DP 1.4 Auto Extreme Graphics Card (TUF-RTX2060-O6G-GAMING),6.0,1365.0,1740.0,,,,,,,,
Gigabyte GAMING OC WHITE,,,Gigabyte GAMING OC WHITE,8.0,1605.0,1815.0,,,,,,,,
MSI GAMING Z TRIO V1,,,MSI GAMING Z TRIO V1,16.0,1700.0,2155.0,,,,,,,,
AMD 100-505724,AMD,,100-505724,8.0,824.0,,,,,,,,,
MAXSUN iCraft,,,MAXSUN iCraft,12.0,2670.0,2850.0,,,,,,,,
Asus KO Gaming OC,,,Asus KO Gaming OC,8.0,1500.0,1845.0,,,,,,,,
Gigabyte GAMING 8G,,,Gigabyte GAMING 8G,8.0,1257.0,1355.0,,,,,,,,
Asus ROG Astral Dhahab OC,,,Asus ROG Astral Dhahab OC,32.0,2010.0,2610.0,,,,,,,,
Gigabyte AI TOP,,,Gigabyte AI TOP,16.0,2340.0,2610.0,,,,,,,,
Gigabyte GV-N1030SL-2GL,,,Gigabyte GV-N1030SL-2GL,2.0,1252.0,1506.0,,,,,,,,
Asus TURBO-GTX1070-8G,,,Asus TURBO-GTX1070-8G,8.0,1506.0,1683.0,,,,,,,,
Asus R5230-SL-1GD3-L,,,Asus R5230-SL-1GD3-L,1.0,625.0,,,,,,,,,
XFX GTS XXX Edition,,,XFX GTS XXX Edition,8.0,1257.0,,,,,,,,,
Sapphire PULSE OC,,,Sapphire PULSE OC,8.0,2310.0,2855.0,,,,,,,,
MSI INSPIRE 3X PLUS,,,MSI INSPIRE 3X PLUS,16.0,2300.0,2467.0,,,,,,,,
Gigabyte WINDFORCE 2X,,,Gigabyte WINDFORCE 2X,8.0,1410.0,1620.0,,,,,,,,
AMD 100-300000075,AMD,,100-300000075,32.0,1855.0,2499.0,,,,,,,,
Zotac GAMING AMP AIRO Spider-Man: Across the Spider-Verse,,,Zotac GAMING AMP AIRO Spider-Man: Across the Spider-Verse,12.0,2310.0,2670.0,,,,,,,,
Asus STRIX LC GAMING OC,,,Asus STRIX LC GAMING OC,24.0,1560.0,1980.0,,,,,,,,
AMD 100-506061,AMD,,100-506061,16.0,1440.0,1600.0,,,,,,,,
Gigabyte GAMING OC PRO,,,Gigabyte GAMING OC PRO,8.0,1968.0,2607.0,,,,,,,,
MSI RX480-8G,,,MSI RX480-8G,8.0,1120.0,1266.0,,,,,,,,
PNY VCQK4200-PB,,,PNY VCQK4200-PB,4.0,771.0,,,,,,,,,
XFX Triple Dissipation,,,XFX Triple Dissipation,8.0,1605.0,1905.0,,,,,,,,
PNY VCG16504D6DFPPB,,,PNY VCG16504D6DFPPB,4.0,1485.0,1590.0,,,,,,,,
PowerColor RX7900XTX 24G,,,PowerColor RX7900XTX 24G,24.0,2300.0,2500.0,,,,,,,,
Asus KO GAMING OC V2,,,Asus KO GAMING OC V2,8.0,1410.0,1785.0,,,,,,,,
PNY VCQRTX6000-PB,,,PNY VCQRTX6000-PB,24.0,1440.0,1770.0,,,,,,,,
PNY T-Series,,,PNY T-Series,4.0,420.0,1425.0,,,,,,,,
EVGA 01G-P3-1302-LR,,,EVGA 01G-P3-1302-LR,1.0,520.0,,,,,,,,,
Gigabyte WINDFORCE MAX OC,,,Gigabyte WINDFORCE MAX OC,16.0,2340.0,2655.0,,,,,,,,
ASRock OC Formula,,,ASRock OC Formula,16.0,2125.0,2475.0,,,,,,,,
Gigabyte WINDFORCE 2X OC,,,Gigabyte WINDFORCE 2X OC,12.0,2475.0,2490.0,,,,,,,,
EVGA Founders Edition,,,EVGA Founders Edition,11.0,1480.0,1582.0,,,,,,,,
PNY Dual Fan,,,PNY Dual Fan,16.0,2407.0,2572.0,,,,,,,,
PNY VCQM4000-PB,,,PNY VCQM4000-PB,8.0,,,,,,,,,,
